date,year,latitude,longitude,T_mean,T_max,T_min,RH2M,WS2M,Rs,precipitation,ETo_hargreaves
2023-03-03,2023,15.25,76.0,26.74,35.58,18.07,30.37,3.12,21.93,0.0,3.8354817137821424
2023-03-04,2023,15.25,76.0,27.08,35.9,18.26,30.02,3.28,21.57,0.0,3.8154018228479982
2023-03-05,2023,15.25,76.0,27.03,36.01,18.5,27.44,3.04,22.89,0.0,4.029448446396119
2023-03-06,2023,15.25,76.0,27.25,36.26,18.33,28.33,3.02,22.56,0.0,4.038425118695989
2023-03-07,2023,15.25,76.0,27.11,35.71,18.55,26.67,3.24,22.49,0.0,3.926260866324369
2023-03-08,2023,15.25,76.0,27.27,35.45,18.61,32.51,3.07,23.05,0.0,4.000529990337742
2023-03-09,2023,15.25,76.0,26.51,33.62,20.35,33.78,2.58,20.84,0.0,3.1566245163371103
2023-03-10,2023,15.25,76.0,26.87,35.87,18.3,32.76,2.53,22.45,0.0,3.9446291311344535
2023-03-11,2023,15.25,76.0,27.19,35.73,18.71,36.09,3.04,22.67,0.0,3.948528620271449
2023-03-12,2023,15.25,76.0,27.32,35.9,19.17,33.5,3.14,24.21,0.0,4.192758518773235
2023-03-13,2023,15.25,76.0,28.02,36.72,20.74,28.83,2.79,24.77,0.0,4.257527659006574
2023-03-14,2023,15.25,76.0,27.73,35.57,19.34,31.56,1.93,23.59,0.0,4.060437688711794
2023-03-15,2023,15.25,76.0,28.77,36.15,21.61,29.39,2.49,17.38,0.01,2.896184416594256
2023-03-16,2023,15.25,76.0,28.5,35.07,23.24,42.99,2.07,17.23,0.98,2.574818612796556
2023-03-17,2023,15.25,76.0,28.44,35.13,21.97,43.56,1.81,18.23,0.12,2.869593882427766
2023-03-18,2023,15.25,76.0,29.03,36.99,21.8,44.59,2.52,19.8,1.53,3.3912221022807016
2023-03-19,2023,15.25,76.0,27.32,35.72,19.65,40.04,3.23,24.46,0.1,4.151657145463205
2023-03-20,2023,15.25,76.0,26.14,35.41,17.67,35.81,2.89,26.87,0.0,4.666513492625179
2023-03-21,2023,15.25,76.0,26.55,35.33,17.73,38.32,2.28,26.58,0.0,4.640800869073484
2023-03-22,2023,15.25,76.0,28.42,36.43,19.31,37.29,1.74,24.09,0.0,4.323212872005896
2023-03-23,2023,15.25,76.0,29.58,37.55,20.65,30.9,2.25,25.34,0.0,4.631621042366067
2023-03-24,2023,15.25,76.0,29.91,37.99,20.69,30.26,1.78,25.31,0.0,4.7131646575182256
2023-03-25,2023,15.25,76.0,31.24,38.18,23.02,34.15,1.24,21.46,0.06,3.8451897760231883
2023-03-26,2023,15.25,76.0,30.36,38.53,22.07,28.63,2.85,24.09,0.01,4.4169877296458555
2023-03-27,2023,15.25,76.0,29.58,38.64,19.91,27.67,1.98,26.54,0.0,5.106847188447402
2023-03-28,2023,15.25,76.0,29.78,38.97,20.1,29.94,1.9,25.81,0.0,5.005948662036073
2023-03-29,2023,15.25,76.0,30.87,39.65,22.59,31.04,1.8,25.73,0.0,4.853763874377002
2023-03-30,2023,15.25,76.0,30.1,38.48,20.49,34.86,2.03,25.78,0.0,4.914982854961647
2023-03-31,2023,15.25,76.0,29.79,37.78,22.7,35.82,2.52,25.67,0.0,4.451744628440127
2023-04-01,2023,15.25,76.0,29.23,37.79,20.72,34.88,2.45,26.7,0.0,4.868453202765017
2023-04-02,2023,15.25,76.0,29.24,38.09,20.16,31.38,2.51,27.4,0.0,5.121486352621188
2023-04-03,2023,15.25,76.0,29.26,38.3,19.58,36.25,2.03,27.21,0.0,5.199018776703351
2023-04-04,2023,15.25,76.0,29.89,38.6,19.66,32.76,1.51,26.74,0.0,5.207948869834064
2023-04-05,2023,15.25,76.0,30.89,39.94,21.47,29.33,2.2,25.11,0.0,4.930692673181355
2023-04-06,2023,15.25,76.0,31.51,39.38,23.06,34.74,2.25,20.73,3.45,3.8750952410032786
2023-04-07,2023,15.25,76.0,31.36,37.58,26.15,36.31,2.87,16.88,0.24,2.632663975944883
2023-04-08,2023,15.25,76.0,31.01,38.21,23.82,35.06,3.08,25.9,0.09,4.500149769930349
2023-04-09,2023,15.25,76.0,30.17,38.22,21.94,32.55,2.88,27.65,0.0,5.02203868164753
2023-04-10,2023,15.25,76.0,30.93,39.35,22.89,30.87,2.79,27.4,0.01,5.083348547079307
2023-04-11,2023,15.25,76.0,30.76,39.42,22.1,27.28,2.68,27.56,0.0,5.2266068613181105
2023-04-12,2023,15.25,76.0,30.51,38.71,22.36,22.78,2.56,26.33,0.0,4.82652737991744
2023-04-13,2023,15.25,76.0,31.08,38.68,22.65,26.33,1.98,22.81,0.0,4.1890085115558975
2023-04-14,2023,15.25,76.0,31.97,37.5,27.08,30.23,0.9,20.95,0.07,3.1584465125806807
2023-04-15,2023,15.25,76.0,29.8,35.53,24.14,41.19,2.65,17.53,0.17,2.6426444152836477
2023-04-16,2023,15.25,76.0,30.61,37.63,23.77,33.48,1.75,24.21,0.0,4.094486903473355
2023-04-17,2023,15.25,76.0,30.63,38.29,23.78,30.4,1.93,23.85,0.72,4.128806765953288
2023-04-18,2023,15.25,76.0,31.57,41.11,23.14,20.99,2.39,26.62,0.0,5.227971555828469
2023-04-19,2023,15.25,76.0,31.57,41.1,22.04,23.38,2.32,25.27,0.0,5.111140464337271
2023-04-20,2023,15.25,76.0,31.4,40.36,22.16,35.14,1.68,22.18,2.16,4.3686810391128414
2023-04-21,2023,15.25,76.0,31.09,38.12,23.02,46.48,2.0,22.62,3.67,4.032636815153087
2023-04-22,2023,15.25,76.0,30.93,38.54,22.96,37.6,1.99,25.11,0.14,4.532260354814219
2023-04-23,2023,15.25,76.0,30.36,38.68,21.38,34.17,2.42,28.04,0.06,5.270787875091204
2023-04-24,2023,15.25,76.0,30.65,38.92,20.35,36.13,1.32,26.37,0.0,5.166516993095915
2023-04-25,2023,15.25,76.0,31.66,39.0,23.82,39.81,2.36,23.92,1.54,4.3255284441322885
2023-04-26,2023,15.25,76.0,29.91,35.81,24.13,50.2,1.75,25.12,1.89,3.8436025436264063
2023-04-27,2023,15.25,76.0,31.01,37.52,24.57,46.67,2.01,23.17,2.08,3.8190709330375063
2023-04-28,2023,15.25,76.0,28.92,34.27,24.99,61.65,1.61,20.9,15.84,2.7913295129383386
2023-04-29,2023,15.25,76.0,28.59,34.68,22.95,65.6,2.1,22.18,5.01,3.306914142776175
2023-04-30,2023,15.25,76.0,26.66,30.7,23.67,74.35,2.08,22.34,18.44,2.471259141073521
2023-05-01,2023,15.25,76.0,28.29,34.65,22.65,66.03,1.66,25.63,4.97,3.8400239800214457
2023-05-02,2023,15.25,76.0,26.87,32.47,23.24,68.17,1.86,23.98,5.56,3.0538941556893415
2023-05-03,2023,15.25,76.0,27.82,33.67,22.87,66.8,1.18,22.64,0.67,3.1851623996690064
2023-05-04,2023,15.25,76.0,27.84,33.25,23.39,66.45,1.24,22.46,0.62,3.020520894048087
2023-05-05,2023,15.25,76.0,26.99,31.63,23.61,67.74,1.48,22.68,0.26,2.6995992319796986
2023-05-06,2023,15.25,76.0,28.3,34.63,23.36,63.42,2.04,24.43,5.28,3.5479243369597615
2023-05-07,2023,15.25,76.0,28.53,33.91,23.63,66.82,1.84,19.67,1.88,2.741897506169228
2023-05-08,2023,15.25,76.0,28.31,33.99,23.8,68.52,1.8,19.82,2.93,2.737624402957371
2023-05-09,2023,15.25,76.0,29.17,34.6,24.82,68.24,1.23,22.68,6.58,3.126230795777588
2023-05-10,2023,15.25,76.0,29.49,35.01,23.76,66.56,1.63,21.19,6.99,3.154020640144274
2023-05-11,2023,15.25,76.0,30.33,36.6,24.11,60.31,1.78,19.59,0.22,3.1269397690549887
2023-05-12,2023,15.25,76.0,30.89,37.68,24.47,59.17,1.82,22.29,1.33,3.7015979923409605
2023-05-13,2023,15.25,76.0,30.31,37.3,24.68,61.22,4.11,24.98,0.4,4.0063184539903105
2023-05-14,2023,15.25,76.0,29.99,38.23,23.05,58.11,3.71,26.97,0.0,4.712396902590504
2023-05-15,2023,15.25,76.0,29.52,37.0,23.72,55.16,3.61,27.41,0.0,4.43548186702783
2023-05-16,2023,15.25,76.0,29.96,37.82,21.86,49.26,2.49,27.98,0.0,5.009754809639792
2023-05-17,2023,15.25,76.0,30.57,38.73,22.31,47.08,2.41,27.94,0.0,5.13898162317826
2023-05-18,2023,15.25,76.0,31.46,39.45,23.15,46.23,2.52,26.27,0.0,4.902710863916963
2023-05-19,2023,15.25,76.0,32.15,39.53,24.35,43.22,2.05,23.71,0.0,4.3300302603809335
2023-05-20,2023,15.25,76.0,32.04,39.79,24.76,44.21,2.72,24.82,0.08,4.500360458751633
2023-05-21,2023,15.25,76.0,32.07,39.8,24.88,48.31,2.15,23.2,1.56,4.1937232156746935
2023-05-22,2023,15.25,76.0,31.25,38.01,25.46,52.28,2.51,21.82,3.26,3.5579809623903453
2023-05-23,2023,15.25,76.0,31.33,38.5,24.0,53.8,1.79,24.09,0.39,4.229174104769548
2023-05-24,2023,15.25,76.0,31.15,38.35,24.35,51.74,3.19,24.51,3.0,4.2125786692591936
2023-05-25,2023,15.25,76.0,30.5,37.21,23.65,54.98,3.28,23.26,0.53,3.8821712140801923
2023-05-26,2023,15.25,76.0,30.73,37.68,24.44,49.66,3.67,25.98,0.21,4.305082017098334
2023-05-27,2023,15.25,76.0,31.13,38.16,24.15,49.55,3.36,26.81,1.22,4.607645905877115
2023-05-28,2023,15.25,76.0,31.6,38.98,23.95,45.83,2.96,24.94,0.03,4.482196451819495
2023-05-29,2023,15.25,76.0,32.67,39.46,25.46,44.78,2.32,22.65,0.53,4.013779661891674
2023-05-30,2023,15.25,76.0,30.89,35.19,27.26,53.02,2.26,10.94,3.31,1.4076078796563878
2023-05-31,2023,15.25,76.0,30.42,36.34,25.66,57.0,2.35,23.52,4.42,3.4780686424588447
2023-06-01,2023,15.25,76.0,28.0,32.23,25.07,66.94,3.91,19.8,1.63,2.277063692224653
2023-06-02,2023,15.25,76.0,30.27,37.44,24.32,52.92,3.9,25.22,0.02,4.120729635082444
2023-06-03,2023,15.25,76.0,31.27,39.57,23.21,48.04,3.36,25.83,0.02,4.810831134239432
2023-06-04,2023,15.25,76.0,31.57,38.23,25.33,50.32,3.45,21.09,0.12,3.5093166847635358
2023-06-05,2023,15.25,76.0,31.21,37.49,25.02,51.03,4.19,24.29,0.1,3.944876787181601
2023-06-06,2023,15.25,76.0,31.44,37.8,25.3,51.01,4.05,25.21,0.0,4.1184509269070535
2023-06-07,2023,15.25,76.0,29.66,36.78,25.3,61.22,3.96,22.71,2.4,3.426918777818235
2023-06-08,2023,15.25,76.0,30.01,36.51,23.96,57.32,4.04,22.8,1.06,3.6237935921938647
2023-06-09,2023,15.25,76.0,30.24,36.48,24.89,56.77,4.88,23.85,2.17,3.660337230307417
2023-06-10,2023,15.25,76.0,28.91,34.94,24.75,61.34,5.19,22.9,1.0,3.2042060842562217
2023-06-11,2023,15.25,76.0,29.29,36.27,23.88,60.26,5.56,21.98,0.2,3.4188498742172606
2023-06-12,2023,15.25,76.0,29.54,37.08,23.04,59.93,5.22,25.86,0.13,4.304555653186467
2023-06-13,2023,15.25,76.0,29.94,37.7,23.79,58.78,5.81,24.59,0.01,4.108587187783015
2023-06-14,2023,15.25,76.0,29.99,37.52,24.34,58.6,5.98,23.83,0.0,3.8797771158354717
2023-06-15,2023,15.25,76.0,30.69,38.17,24.49,54.27,5.23,25.77,0.0,4.337082171317388
2023-06-16,2023,15.25,76.0,30.73,38.65,24.16,54.96,5.68,25.84,0.0,4.479453085623843
2023-06-17,2023,15.25,76.0,30.52,37.83,24.81,56.32,5.71,21.96,0.03,3.592963063796701
2023-06-18,2023,15.25,76.0,29.75,35.53,24.7,57.63,5.15,19.26,1.67,2.8281929248459425
2023-06-19,2023,15.25,76.0,28.78,33.42,25.2,60.51,4.52,19.21,0.52,2.4074138622877364
2023-06-20,2023,15.25,76.0,30.29,36.87,24.51,54.35,4.19,22.83,0.17,3.6220790392764437
2023-06-21,2023,15.25,76.0,28.94,35.23,24.94,59.86,4.49,19.87,0.81,2.7956465397234322
2023-06-22,2023,15.25,76.0,27.6,31.69,24.39,64.54,4.16,19.4,0.41,2.2330940374300807
2023-06-23,2023,15.25,76.0,28.75,35.97,22.44,56.3,4.82,17.38,0.07,2.79258470357736
2023-06-24,2023,15.25,76.0,27.31,32.47,22.95,62.59,5.22,15.42,1.93,2.014019513812527
2023-06-25,2023,15.25,76.0,27.79,34.24,23.05,62.38,5.53,12.57,1.02,1.7989036884286058
2023-06-26,2023,15.25,76.0,27.76,34.33,23.15,63.87,5.7,20.57,3.12,2.9405387577051645
2023-06-27,2023,15.25,76.0,27.33,34.09,22.52,64.0,5.55,17.88,0.16,2.5756540286192418
2023-06-28,2023,15.25,76.0,26.72,33.11,22.45,63.29,6.14,17.48,0.05,2.3843125537691767
2023-06-29,2023,15.25,76.0,26.1,32.08,22.09,65.16,6.11,18.34,3.38,2.3880014974778057
2023-06-30,2023,15.25,76.0,26.67,33.86,20.99,67.46,5.95,18.98,0.59,2.841453871828147
2023-07-01,2023,15.25,76.0,26.78,32.39,22.89,68.7,5.55,17.92,2.08,2.3106165049426974
2023-07-02,2023,15.25,76.0,27.06,32.64,23.09,71.79,5.58,20.18,3.04,2.625246668651407
2023-07-03,2023,15.25,76.0,26.52,30.34,23.65,77.67,5.45,16.44,1.59,1.7684900590219081
2023-07-04,2023,15.25,76.0,26.03,29.42,23.56,79.19,5.88,17.55,2.79,1.7473721058302332
2023-07-05,2023,15.25,76.0,24.78,28.75,21.76,74.71,6.56,14.7,3.38,1.5529217720511184
2023-07-06,2023,15.25,76.0,24.55,29.67,21.02,72.01,7.09,12.53,1.64,1.4645376418935188
2023-07-07,2023,15.25,76.0,26.03,32.32,21.22,71.79,6.07,14.37,2.91,1.9691451371860833
2023-07-08,2023,15.25,76.0,26.25,31.81,22.04,71.41,5.88,13.3,1.52,1.7184339124084358
2023-07-09,2023,15.25,76.0,26.67,32.95,22.25,73.16,4.91,15.22,1.43,2.077598723727939
2023-07-10,2023,15.25,76.0,27.2,33.12,22.83,71.41,4.73,16.61,1.49,2.2499757259545623
2023-07-11,2023,15.25,76.0,26.86,32.62,22.73,69.92,4.97,17.63,0.21,2.323577572437214
2023-07-12,2023,15.25,76.0,26.32,31.65,22.49,71.13,4.85,19.34,2.66,2.4234145412025763
2023-07-13,2023,15.25,76.0,26.98,32.85,22.9,69.54,5.59,18.82,0.62,2.494613382513704
2023-07-14,2023,15.25,76.0,27.22,33.61,22.61,66.76,6.02,18.73,0.35,2.6243853800861485
2023-07-15,2023,15.25,76.0,27.13,33.88,22.49,69.13,5.19,16.57,8.83,2.3578099069050467
2023-07-16,2023,15.25,76.0,25.84,30.11,22.65,76.75,4.56,13.79,1.22,1.5424334000754312
2023-07-17,2023,15.25,76.0,26.8,32.64,22.63,72.59,5.42,12.43,1.13,1.6459287269981238
2023-07-18,2023,15.25,76.0,25.7,29.44,23.15,77.54,6.74,9.36,6.92,0.9582491165291497
2023-07-19,2023,15.25,76.0,25.05,28.73,22.57,79.59,7.49,8.64,8.8,0.8622693001066117
2023-07-20,2023,15.25,76.0,25.47,30.7,22.53,76.74,6.97,7.74,9.56,0.8983113423634496
2023-07-21,2023,15.25,76.0,25.11,29.23,22.59,79.0,6.3,9.12,11.0,0.9462924861019741
2023-07-22,2023,15.25,76.0,25.97,31.44,22.34,75.21,6.86,12.99,5.06,1.6095126447081551
2023-07-23,2023,15.25,76.0,25.99,31.49,22.31,74.86,7.21,10.79,3.18,1.343401192837516
2023-07-24,2023,15.25,76.0,24.97,29.69,22.05,79.83,6.49,11.24,11.12,1.2469247345619214
2023-07-25,2023,15.25,76.0,24.81,29.0,21.86,79.9,6.25,8.73,12.05,0.932744899545675
2023-07-26,2023,15.25,76.0,24.15,26.69,21.74,85.53,6.0,8.64,19.7,0.7567219057802992
2023-07-27,2023,15.25,76.0,23.98,27.03,21.97,84.55,6.69,9.14,4.58,0.8060795231530774
2023-07-28,2023,15.25,76.0,25.87,31.6,21.78,76.03,6.55,15.4,0.55,1.9776419041940057
2023-07-29,2023,15.25,76.0,26.15,32.15,21.82,74.81,6.1,18.17,0.07,2.408529481164303
2023-07-30,2023,15.25,76.0,26.15,32.15,22.03,74.67,5.61,18.03,0.13,2.3655539731931436
2023-07-31,2023,15.25,76.0,26.34,32.32,22.2,74.71,5.86,16.36,0.59,2.155727607171658
2023-08-01,2023,15.25,76.0,26.27,31.73,22.52,74.68,6.25,13.26,0.24,1.6641956741440849
2023-08-02,2023,15.25,76.0,25.64,30.89,21.9,75.83,6.38,11.8,0.04,1.4422470816954491
2023-08-03,2023,15.25,76.0,26.09,31.9,21.99,73.66,6.19,13.84,0.22,1.7944299007162745
2023-08-04,2023,15.25,76.0,26.49,33.08,21.78,73.11,5.76,18.03,0.14,2.5190026701766777
2023-08-05,2023,15.25,76.0,26.61,33.11,21.86,72.08,5.3,20.03,0.07,2.7997933830258916
2023-08-06,2023,15.25,76.0,26.7,33.0,22.07,72.17,5.01,20.28,0.03,2.799793762908738
2023-08-07,2023,15.25,76.0,26.8,33.31,22.25,71.22,5.14,16.52,0.02,2.2993784896813874
2023-08-08,2023,15.25,76.0,26.91,33.47,22.01,70.31,4.29,15.42,0.25,2.1901272636579656
2023-08-09,2023,15.25,76.0,26.85,33.31,21.74,72.47,3.54,20.72,8.18,2.9530166311355
2023-08-10,2023,15.25,76.0,26.87,32.54,22.12,71.92,3.32,21.71,1.0,2.937633651422428
2023-08-11,2023,15.25,76.0,26.66,32.19,22.33,71.12,3.54,21.33,0.57,2.7943884037980373
2023-08-12,2023,15.25,76.0,26.76,32.99,22.1,71.17,4.01,19.18,2.21,2.6466451925760004
2023-08-13,2023,15.25,76.0,26.14,32.07,21.28,71.01,3.99,19.99,0.1,2.7075193440350946
2023-08-14,2023,15.25,76.0,25.61,31.64,21.18,72.23,4.14,19.69,0.0,2.5941157073322865
2023-08-15,2023,15.25,76.0,26.33,32.79,21.24,69.92,3.81,19.62,0.01,2.761289374395173
2023-08-16,2023,15.25,76.0,27.03,33.93,21.17,68.28,3.61,23.21,0.0,3.4878453132122234
2023-08-17,2023,15.25,76.0,26.63,32.99,21.71,69.8,4.53,17.42,2.45,2.4393100935573173
2023-08-18,2023,15.25,76.0,26.28,32.42,21.66,71.26,4.64,17.16,0.39,2.3283754104349366
2023-08-19,2023,15.25,76.0,25.75,30.57,22.3,74.96,4.46,13.26,3.74,1.558376667876698
2023-08-20,2023,15.25,76.0,27.01,33.74,22.06,69.94,4.44,19.31,0.07,2.7750233270674722
2023-08-21,2023,15.25,76.0,27.43,34.83,21.84,66.39,3.78,22.25,0.0,3.4036835656173468
2023-08-22,2023,15.25,76.0,27.23,34.51,21.37,65.61,3.36,22.25,0.01,3.40814170711536
2023-08-23,2023,15.25,76.0,27.02,33.95,21.79,67.04,3.66,21.02,0.01,3.082899380419327
2023-08-24,2023,15.25,76.0,27.17,33.71,22.11,67.76,3.93,20.77,0.02,2.9852202421924723
2023-08-25,2023,15.25,76.0,27.17,34.38,22.06,69.95,4.0,19.16,0.66,2.8379957799401563
2023-08-26,2023,15.25,76.0,26.58,32.99,22.31,74.0,3.51,14.19,4.58,1.9312714430842326
2023-08-27,2023,15.25,76.0,27.26,34.52,21.98,68.25,4.0,22.41,0.14,3.3555971068173918
2023-08-28,2023,15.25,76.0,26.93,34.35,21.65,70.58,4.52,21.08,7.95,3.1532569694470367
2023-08-29,2023,15.25,76.0,26.96,34.1,21.46,69.88,3.97,19.36,3.51,2.891059081057409
2023-08-30,2023,15.25,76.0,27.27,33.58,22.25,68.96,3.17,17.75,0.23,2.5269047367079027
2023-08-31,2023,15.25,76.0,26.98,31.7,22.68,74.57,2.14,19.17,20.81,2.419343142582922
2023-09-01,2023,15.25,76.0,27.34,33.36,23.05,74.51,2.07,22.46,10.06,3.0548411944299403
2023-09-02,2023,15.25,76.0,24.86,28.02,22.69,84.5,3.26,19.24,18.32,1.7781873748954689
2023-09-03,2023,15.25,76.0,22.7,25.18,20.78,84.52,3.88,12.08,8.46,0.9630221912812658
2023-09-04,2023,15.25,76.0,23.38,28.0,20.7,81.61,4.3,4.72,22.81,0.4928080235451993
2023-09-05,2023,15.25,76.0,25.0,30.57,20.58,75.28,3.9,7.91,3.25,1.0041324351320364
2023-09-06,2023,15.25,76.0,25.16,30.63,21.54,77.48,3.8,21.61,0.32,2.626570004452244
2023-09-07,2023,15.25,76.0,24.73,29.35,21.41,79.28,4.19,20.58,0.02,2.3144031059180223
2023-09-08,2023,15.25,76.0,25.39,30.61,21.46,77.08,4.81,14.32,0.03,1.755596749846462
2023-09-09,2023,15.25,76.0,26.0,32.17,21.66,78.85,4.57,16.25,4.96,2.16529380290611
2023-09-10,2023,15.25,76.0,25.57,30.07,22.55,80.09,4.12,15.95,0.12,1.7801107748581873
2023-09-11,2023,15.25,76.0,25.8,31.09,21.98,77.18,4.13,16.79,0.66,2.073406105235825
2023-09-12,2023,15.25,76.0,25.88,31.78,21.99,76.05,4.14,21.01,0.66,2.694561046066531
2023-09-13,2023,15.25,76.0,25.16,30.07,21.77,76.51,4.03,21.29,0.05,2.472674666950514
2023-09-14,2023,15.25,76.0,26.0,31.87,21.16,75.85,3.82,18.58,1.65,2.499208876448604
2023-09-15,2023,15.25,76.0,25.85,31.87,21.56,76.62,4.2,16.55,1.06,2.176705015251993
2023-09-16,2023,15.25,76.0,26.19,32.45,21.57,75.2,4.69,20.0,0.29,2.7232430530609952
2023-09-17,2023,15.25,76.0,26.59,32.89,22.05,75.18,4.14,17.91,0.32,2.456311101609353
2023-09-18,2023,15.25,76.0,26.33,32.67,21.79,75.27,3.91,20.54,0.52,2.8056714540062377
2023-09-19,2023,15.25,76.0,26.09,32.26,21.72,75.71,3.83,19.3,1.99,2.580662400970736
2023-09-20,2023,15.25,76.0,26.27,32.8,21.7,75.79,4.02,19.32,0.45,2.661948573849772
2023-09-21,2023,15.25,76.0,26.0,31.33,22.27,78.24,3.04,17.86,0.29,2.209569482453581
2023-09-22,2023,15.25,76.0,25.79,30.68,22.48,79.03,1.96,13.66,1.87,1.6000460929155993
2023-09-23,2023,15.25,76.0,26.69,32.63,22.46,75.06,2.45,16.86,1.23,2.244752436403823
2023-09-24,2023,15.25,76.0,25.69,31.24,22.2,78.82,2.87,14.92,3.51,1.830755911507068
2023-09-25,2023,15.25,76.0,25.7,32.49,21.15,75.49,2.91,19.77,1.4,2.7176307795426555
2023-09-26,2023,15.25,76.0,25.51,30.67,21.81,77.93,3.22,15.09,1.18,1.8255018758413621
2023-09-27,2023,15.25,76.0,25.89,32.45,21.13,76.16,3.01,16.16,1.25,2.2291259808782193
2023-09-28,2023,15.25,76.0,26.4,32.77,21.42,74.91,2.46,18.49,0.85,2.583717997373433
2023-09-29,2023,15.25,76.0,26.29,32.73,21.91,75.68,3.61,19.09,0.97,2.598050908161343
2023-09-30,2023,15.25,76.0,24.64,29.93,21.4,80.6,4.52,15.66,2.4,1.8215019799146424
2023-10-01,2023,15.25,76.0,26.18,32.07,22.26,76.33,5.32,12.21,1.75,1.5783139380132523
2023-10-02,2023,15.25,76.0,25.61,31.88,21.16,74.95,4.48,10.28,0.79,1.37109735262011
2023-10-03,2023,15.25,76.0,26.57,33.17,21.52,71.18,2.99,18.42,0.21,2.617761139632106
2023-10-04,2023,15.25,76.0,27.26,34.19,21.89,69.83,2.27,15.85,0.08,2.3505040767331056
2023-10-05,2023,15.25,76.0,27.09,33.01,22.3,69.81,1.85,17.48,0.02,2.4097598726312928
2023-10-06,2023,15.25,76.0,26.91,34.47,21.34,63.25,1.87,21.69,0.0,3.29749832819326
2023-10-07,2023,15.25,76.0,27.1,35.04,19.85,60.91,1.46,22.59,0.0,3.7096202871598707
2023-10-08,2023,15.25,76.0,27.95,35.61,21.26,60.6,1.51,21.77,0.0,3.5404908560902744
2023-10-09,2023,15.25,76.0,27.65,34.36,22.31,60.71,1.67,20.63,0.0,3.054320718153337
2023-10-10,2023,15.25,76.0,28.16,35.91,21.18,61.02,1.88,17.92,0.0,2.966247586576227
2023-10-11,2023,15.25,76.0,28.44,35.13,22.69,61.87,1.92,18.03,0.28,2.7593814563922634
2023-10-12,2023,15.25,76.0,28.71,35.84,23.54,58.5,2.24,21.02,0.2,3.217507782372427
2023-10-13,2023,15.25,76.0,28.36,35.62,21.96,52.65,2.39,18.19,0.0,2.9121373064882055
2023-10-14,2023,15.25,76.0,28.14,33.93,23.08,57.69,2.07,20.13,0.0,2.8584962969842693
2023-10-15,2023,15.25,76.0,28.49,34.71,23.48,56.23,1.59,19.16,0.0,2.7890773754376843
2023-10-16,2023,15.25,76.0,27.04,31.04,24.03,62.15,1.63,17.75,0.0,1.9774748530121096
2023-10-17,2023,15.25,76.0,28.43,35.47,22.01,54.52,2.5,19.56,0.0,3.113173126933087
2023-10-18,2023,15.25,76.0,28.53,35.69,22.19,48.27,2.41,20.89,0.0,3.3369955194964587
2023-10-19,2023,15.25,76.0,28.49,35.56,22.27,47.13,2.33,20.51,0.0,3.247905096663604
2023-10-20,2023,15.25,76.0,28.56,35.4,22.17,48.59,2.51,18.57,0.0,2.9384834715835
2023-10-21,2023,15.25,76.0,28.93,35.82,22.74,48.12,2.69,18.2,0.0,2.8864167766669584
2023-10-22,2023,15.25,76.0,28.06,34.67,22.04,49.04,2.67,19.91,0.0,3.0450539027631813
2023-10-23,2023,15.25,76.0,26.8,34.82,19.53,44.7,2.76,20.99,0.0,3.4350972686567522
2023-10-24,2023,15.25,76.0,26.79,34.99,19.24,45.83,2.63,22.08,0.0,3.666610852830518
2023-10-25,2023,15.25,76.0,26.39,35.01,18.4,42.0,2.85,22.06,0.0,3.7282268084737815
2023-10-26,2023,15.25,76.0,25.95,34.48,18.52,39.1,2.83,21.71,0.0,3.560756890937737
2023-10-27,2023,15.25,76.0,25.4,34.27,17.91,38.6,2.3,22.02,0.0,3.6106110772889415
2023-10-28,2023,15.25,76.0,26.85,34.44,19.77,48.14,2.02,18.6,0.0,2.98495276767255
2023-10-29,2023,15.25,76.0,28.07,33.94,23.25,59.35,2.78,17.68,0.01,2.488214705837417
2023-10-30,2023,15.25,76.0,28.04,34.28,23.07,59.97,2.47,15.1,0.12,2.174765133570025
2023-10-31,2023,15.25,76.0,26.72,31.44,23.2,64.59,2.59,14.35,0.12,1.7209119949900227
2023-11-01,2023,15.25,76.0,27.34,33.35,22.44,59.37,2.04,15.48,0.0,2.1658724919172885
2023-11-02,2023,15.25,76.0,28.46,34.66,22.49,50.44,2.31,16.8,0.0,2.5441821330295906
2023-11-03,2023,15.25,76.0,28.4,33.88,23.75,58.61,2.58,16.23,0.0,2.2395110888092753
2023-11-04,2023,15.25,76.0,27.29,32.34,23.19,62.79,2.82,15.16,2.0,1.9403406523706919
2023-11-05,2023,15.25,76.0,26.11,31.68,22.39,72.77,3.11,13.83,2.95,1.7369266285491136
2023-11-06,2023,15.25,76.0,24.89,29.86,22.07,79.73,1.91,10.06,11.2,1.1248143893024627
2023-11-07,2023,15.25,76.0,25.44,30.54,22.19,79.02,2.19,14.17,3.47,1.661448073067136
2023-11-08,2023,15.25,76.0,25.4,30.75,22.03,78.07,2.27,11.93,12.78,1.4281388451604422
2023-11-09,2023,15.25,76.0,25.01,30.04,21.94,78.05,2.59,14.29,11.36,1.6338341343387588
2023-11-10,2023,15.25,76.0,25.08,30.56,20.87,75.39,1.96,17.69,0.06,2.2158098939150506
2023-11-11,2023,15.25,76.0,25.05,31.99,20.09,67.77,2.5,19.09,0.0,2.648001546804275
2023-11-12,2023,15.25,76.0,24.23,32.1,18.4,64.63,2.42,18.3,0.0,2.6715220459521087
