latitude,longitude,period_8day,T_mean,T_max,T_min,RH2M,WS2M,Rs,rainfall_8day_mm,ETo_8day_mm,period_start_date
15.5,74.5,69,24.22625,27.33,21.2,93.7525,2.0525,11.1775,284.52,7.093245593158725,2024-07-06
15.5,74.5,70,24.4525,27.06,22.82,95.675,2.6925,8.3325,419.59,4.126197114474954,2024-07-14
15.5,74.5,71,24.346249999999998,26.8,22.59,94.54375,2.82625,9.2175,260.44,4.852986531928321,2024-07-22
15.5,74.5,72,24.24,26.93,22.67,94.69875,2.05125,10.6825,207.57999999999998,5.978916617607655,2024-07-30
15.5,74.5,73,24.795,29.71,22.3,91.75125,1.21625,15.31625,68.38,11.818990891850136,2024-08-07
15.5,74.5,74,25.645,30.97,22.43,91.33875,1.08,14.272499999999999,47.35,11.284719688663662,2024-08-15
15.5,74.5,75,24.39375,27.87,22.78,93.71124999999999,2.02625,12.3925,187.70000000000002,7.339278564599722,2024-08-23
15.5,74.5,76,24.31,27.91,22.34,92.87875,1.7675,12.56,67.75,8.342393343262096,2024-08-31
15.5,74.5,77,24.07,27.93,20.8,91.83625,1.49375,16.78625,47.019999999999996,12.302221822278138,2024-09-08
15.5,74.5,78,24.16,29.01,19.77,89.94749999999999,1.00375,17.7075,58.12,14.68797824381279,2024-09-16
15.5,74.5,79,24.61625,30.78,21.31,90.79124999999999,1.08,14.76125,122.3,12.152305078222485,2024-09-24
15.5,74.5,80,25.01125,29.84,20.61,89.53625,0.8474999999999999,16.74875,208.05,13.889719164007841,2024-10-02
15.5,74.5,81,25.03875,29.38,21.79,91.0325,0.87125,13.39625,98.37,10.761544095083776,2024-10-10
15.5,74.5,82,24.5075,29.75,20.78,88.56,0.785,15.23375,49.63,12.36501924174071,2024-10-18
15.5,74.5,83,24.3575,29.53,19.67,86.52375,0.66625,16.64125,33.58,14.979890784673445,2024-10-26
15.5,74.5,84,23.384999999999998,29.11,17.19,83.06875,1.03375,18.46375,0.39,17.165241815043615,2024-11-03
15.5,74.5,85,23.23625,29.09,16.39,83.5775,1.1675,16.2625,3.4299999999999997,14.479178902172674,2024-11-11
15.5,74.5,86,20.48875,27.06,14.65,79.79625,1.0825,17.24,0.0,16.495377964530157,2024-11-19
15.5,74.5,87,22.465,28.96,13.47,83.175,1.2125,13.56375,7.920000000000001,12.404791770740655,2024-11-27
15.5,74.5,88,24.1325,29.55,17.96,83.86625000000001,0.7949999999999999,14.655000000000001,6.8,13.021018616545396,2024-12-05
15.5,74.5,89,21.85125,29.91,13.65,73.225,0.995,16.55875,0.0,16.782717390186328,2024-12-13
15.5,74.5,90,23.28625,30.2,17.65,79.415,0.77125,15.00875,0.01,14.828120884002562,2024-12-21
15.5,74.5,91,23.266666666666666,30.47,17.03,64.92333333333333,1.1766666666666667,18.603333333333335,0.0,7.604751403719391,2024-12-29
15.5,74.75,0,22.13625,30.99,15.1,62.93,2.04,16.92875,0.0,19.215288851134552,2023-01-01
15.5,74.75,1,21.71875,32.94,10.89,43.7225,1.3275,20.21875,0.0,26.17975521124516,2023-01-09
15.5,74.75,2,22.28,32.82,11.71,48.4425,1.7,20.25875,0.0,26.335050737316717,2023-01-17
15.5,74.75,3,24.118750000000002,33.48,14.24,47.4825,2.0875,18.88,0.02,24.009665652282475,2023-01-25
15.5,74.75,4,25.955,35.99,16.98,37.4675,1.9224999999999999,19.81125,0.0,26.495430642167143,2023-02-02
15.5,74.75,5,25.2525,36.95,14.37,20.13375,2.4074999999999998,23.70875,0.0,34.59514362934997,2023-02-10
15.5,74.75,6,26.43125,37.28,16.07,25.783749999999998,1.9725,23.545,0.0,34.19112034502857,2023-02-18
15.5,74.75,7,26.43625,36.59,16.64,27.1175,2.985,22.99,0.0,32.40610076151006,2023-02-26
15.5,74.75,8,27.18375,36.47,18.1,28.66,2.765,22.89125,0.0,31.82324293156794,2023-03-06
15.5,74.75,9,26.89125,36.31,15.19,42.807500000000005,1.9,22.52125,0.02,29.88487911442638,2023-03-14
15.5,74.75,10,27.763749999999998,38.9,17.56,43.0075,2.1825,25.830000000000002,0.0,38.893119928954356,2023-03-22
15.5,74.75,11,27.91375,40.06,17.09,45.8225,2.2375,26.4225,1.02,40.294004169288755,2023-03-30
15.5,74.75,12,30.0,38.48,22.06,33.73125,1.8775,23.07,4.49,31.205482884354243,2023-04-07
15.5,74.75,13,30.0325,40.97,20.71,42.3075,1.8824999999999998,23.896250000000002,7.1899999999999995,34.700139724554106,2023-04-15
15.5,74.75,14,29.43375,38.78,19.34,48.32,1.67,24.5425,7.050000000000001,34.23136490715074,2023-04-23
15.5,74.75,15,28.81875,37.79,20.82,50.583749999999995,2.235,23.98625,7.05,31.021975493874773,2023-05-01
15.5,74.75,16,28.93,38.4,21.37,62.57875,2.20875,22.25625,16.009999999999998,28.249893398036207,2023-05-09
15.5,74.75,17,30.58,40.14,21.39,50.86875,2.3200000000000003,25.57625,13.709999999999999,37.2422608767417,2023-05-17
15.5,74.75,18,28.905,38.33,22.06,59.71125,2.7887500000000003,22.31625,13.56,28.44794630544148,2023-05-25
15.5,74.75,19,28.88125,38.72,22.7,62.61,3.2775,24.22875,3.27,30.36606884203276,2023-06-02
15.5,74.75,20,27.13375,34.09,22.77,72.80625,4.3,21.06625,16.11,22.55543987615585,2023-06-10
15.5,74.75,21,26.38375,34.88,21.47,73.01875,3.69125,17.535,25.95,17.827801907895427,2023-06-18
15.5,74.75,22,24.7125,30.5,20.64,81.01,4.57,13.435,77.14,11.489657548157034,2023-06-26
15.5,74.75,23,24.1375,29.26,20.27,84.66875,4.87375,10.64125,77.75,8.497647776542928,2023-07-04
15.5,74.75,24,24.35,28.81,21.41,85.25,4.71125,11.219999999999999,92.17,8.772919307521201,2023-07-12
15.5,74.75,25,23.48625,27.28,21.25,88.94125,5.51625,6.97625,181.14,4.64869062366391,2023-07-20
15.5,74.75,26,23.9175,28.38,21.18,86.84625,4.98375,13.765,19.439999999999998,11.16164361294916,2023-07-28
15.5,74.75,27,24.15,29.17,20.66,85.58125,3.4225,16.15625,16.97,14.110964213475132,2023-08-05
15.5,74.75,28,23.765,29.47,19.91,85.34375,3.24875,16.26875,15.06,14.271845972581197,2023-08-13
15.5,74.75,29,24.26875,29.74,19.6,83.75,2.9575,18.2925,19.740000000000002,17.039247902939213,2023-08-21
15.5,74.75,30,23.8525,30.4,20.43,85.5875,2.52625,17.36625,85.05,14.514059242726681,2023-08-29
15.5,74.75,31,23.92375,29.36,20.67,86.685,3.285,17.34875,14.42,14.234542302337347,2023-09-06
15.5,74.75,32,24.16125,29.11,20.72,87.015,3.16125,15.780000000000001,41.61,13.4178468851299,2023-09-14
15.5,74.75,33,23.77625,29.27,20.26,87.82,2.47375,14.1675,58.730000000000004,11.909644841798155,2023-09-22
15.5,74.75,34,24.099999999999998,30.68,20.32,85.53125,2.525,13.45,22.69,12.241278040704339,2023-09-30
15.5,74.75,35,25.62625,31.58,20.46,76.15875,1.36,18.08625,0.84,18.860473610820335,2023-10-08
15.5,74.75,36,25.1275,32.19,17.87,69.12,1.7137499999999999,18.3475,0.39999999999999997,19.81852434896505,2023-10-16
15.5,74.75,37,24.0075,31.88,15.47,68.1975,1.7774999999999999,18.72,4.25,21.184104038663513,2023-10-24
15.5,74.75,38,24.462500000000002,30.74,20.4,79.26375,1.6837499999999999,13.8275,28.66,12.53705611129697,2023-11-01
15.5,74.75,39,23.3525,30.42,16.84,74.75625,1.9412500000000001,15.8825,12.469999999999999,16.040077368040347,2023-11-09
15.5,74.75,40,24.30625,31.28,16.79,71.95,1.92625,16.2825,0.66,17.836113330628592,2023-11-17
15.5,74.75,41,24.8325,32.63,18.47,70.53999999999999,2.085,15.723749999999999,2.21,16.773749465399863,2023-11-25
15.5,74.75,42,24.7125,32.41,17.24,67.03625,1.86625,15.1225,0.09999999999999999,17.028144769021978,2023-12-03
15.5,74.75,43,23.419999999999998,31.94,15.0,60.603750000000005,2.1725,15.815,0.0,18.130208406564055,2023-12-11
15.5,74.75,44,22.975,33.26,14.75,50.71625,2.50375,16.71125,0.0,20.241414698638582,2023-12-19
15.5,74.75,45,23.26875,33.24,15.02,52.32875,2.36875,18.025,1.25,22.369044548510345,2023-12-27
15.5,74.75,46,23.26625,33.33,16.07,61.315000000000005,2.4125,13.9925,7.790000000000001,15.837687357899686,2024-01-04
15.5,74.75,47,23.8725,33.58,14.94,51.3525,1.7075,18.22625,0.0,23.082726033371728,2024-01-12
15.5,74.75,48,24.15875,35.02,13.88,49.53875,1.91875,19.8075,0.0,25.920395010336193,2024-01-20
15.5,74.75,49,24.59125,35.24,14.65,47.1325,1.91125,20.52375,0.0,27.054502031686955,2024-01-28
15.5,74.75,50,26.93,36.65,17.9,34.82875,1.8587500000000001,21.13625,0.0,29.637942053221657,2024-02-05
15.5,74.75,51,26.2075,36.23,15.52,34.16875,2.0275,22.71875,0.0,32.19431436972763,2024-02-13
15.5,74.75,52,26.615,36.95,15.47,40.70875,2.19375,23.36875,0.0,33.30049491313192,2024-02-21
15.5,74.75,53,27.767500000000002,37.75,17.81,39.63875,2.265,23.4675,0.0,33.60710633461179,2024-02-29
15.5,74.75,54,29.0375,38.55,18.45,35.6375,1.9837500000000001,22.81625,0.0,33.472571027224504,2024-03-08
15.5,74.75,55,29.4925,38.77,19.34,35.91625,2.27375,22.72375,0.67,32.95899408938774,2024-03-16
15.5,74.75,56,31.45625,40.66,22.91,36.901250000000005,1.56625,22.21375,0.08,33.37038611312302,2024-03-24
15.5,74.75,57,31.78125,41.95,22.36,35.49375,1.87125,23.72875,0.0,36.843670492899996,2024-04-01
15.5,74.75,58,31.80375,41.04,22.85,39.90375,1.79875,23.45875,8.11,34.55398927993275,2024-04-09
15.5,74.75,59,29.535,38.31,22.6,60.4725,1.71875,18.31125,45.33,22.942721691656153,2024-04-17
15.5,74.75,60,30.40875,40.8,21.55,55.87125,1.86625,24.52,0.7899999999999999,36.039940717387566,2024-04-25
15.5,74.75,61,30.565,41.52,20.69,51.018750000000004,2.54375,25.8875,5.2700000000000005,40.25096266167611,2024-05-03
15.5,74.75,62,28.86375,39.43,23.17,65.1925,1.71125,20.95,51.41,24.102181118557432,2024-05-11
15.5,74.75,63,28.40625,36.96,23.41,71.30875,2.51875,15.80625,21.47,18.000066053473734,2024-05-19
15.5,74.75,64,27.95,36.94,23.37,71.68125,3.33125,19.92625,6.1899999999999995,21.982816597395296,2024-05-27
15.5,74.75,65,25.36625,33.41,21.24,81.79875,3.38125,12.405000000000001,109.25999999999999,10.973150102875376,2024-06-04
15.5,74.75,66,24.68125,30.18,21.29,82.52125,3.6275,16.3075,59.19,14.007206744539216,2024-06-12
15.5,74.75,67,24.12,29.18,20.23,84.0575,4.805,13.64,57.07,10.863000973321899,2024-06-20
15.5,74.75,68,24.61875,28.85,20.58,85.51125,5.05625,12.03875,58.8,9.563284671195541,2024-06-28
15.5,74.75,69,23.7825,28.24,19.86,87.9125,4.4662500000000005,11.1775,102.85000000000001,8.605739229029519,2024-07-06
15.5,74.75,70,24.1575,27.75,21.47,90.01,5.83125,8.3325,163.85,5.4108986828887735,2024-07-14
15.5,74.75,71,23.916249999999998,28.04,21.56,89.29875,6.14625,9.2175,132.09,6.138420607032695,2024-07-22
15.5,74.75,72,23.8425,27.86,21.53,90.45,4.45625,10.6825,86.14,7.499032591948373,2024-07-30
15.5,74.75,73,24.47625,29.73,21.35,88.26875,2.55,15.31625,28.23,12.665308344441506,2024-08-07
15.5,74.75,74,25.38125,30.53,21.73,87.6325,2.1462499999999998,14.272499999999999,47.42,11.870974832978922,2024-08-15
15.5,74.75,75,23.86125,28.35,21.77,90.24625,4.26,12.3925,82.66,8.61386637159092,2024-08-23
15.5,74.75,76,23.767500000000002,28.52,21.27,89.6875,3.80875,12.56,36.22,9.560764323629273,2024-08-31
15.5,74.75,77,23.565,28.01,19.94,88.78375,3.28625,16.78625,21.46,13.25640770380351,2024-09-08
15.5,74.75,78,23.7225,29.08,18.8,86.8675,2.13375,17.7075,58.370000000000005,15.467093229108325,2024-09-16
15.5,74.75,79,24.12125,30.56,20.69,88.135,2.32625,14.76125,97.0,12.51724676629519,2024-09-24
15.5,74.75,80,24.4025,30.48,19.64,86.81,1.815,16.74875,85.82,14.19551359929727,2024-10-02
15.5,74.75,81,24.21125,28.84,20.85,89.51,2.01125,13.39625,99.12,10.771968576209447,2024-10-10
15.5,74.75,82,23.89,28.89,19.16,86.46,1.55625,15.23375,50.12,12.690305708549692,2024-10-18
15.5,74.75,83,23.44375,28.85,17.6,84.35875,1.4012499999999999,16.64125,17.42,15.563618283042763,2024-10-26
15.5,74.75,84,22.43375,28.09,16.04,83.36375,1.97375,18.46375,0.1,17.115740350708492,2024-11-03
15.5,74.75,85,22.17,28.49,14.71,83.40625,2.29875,16.2625,2.04,14.786688672772588,2024-11-11
15.5,74.75,86,19.535,26.48,13.24,80.70375,2.0025,17.24,0.0,16.916200782863942,2024-11-19
15.5,74.75,87,21.6775,28.52,11.64,83.5625,2.53625,13.56375,7.08,12.45523660536476,2024-11-27
15.5,74.75,88,23.465,29.07,17.62,84.16875,1.4975,14.655000000000001,8.7,12.819969903810154,2024-12-05
15.5,74.75,89,20.89375,29.15,11.55,76.42375,1.86875,16.55875,0.0,16.67580375217548,2024-12-13
15.5,74.75,90,22.58875,29.23,16.83,79.63625,1.71,15.00875,0.08,14.750059824032313,2024-12-21
15.5,74.75,91,21.820000000000004,29.49,15.45,68.72,2.4133333333333336,18.603333333333335,0.0,7.401002495765743,2024-12-29
15.5,75.0,0,22.13625,30.99,15.1,62.93,2.04,16.85125,0.0,19.139536440891156,2023-01-01
15.5,75.0,1,21.71875,32.94,10.89,43.7225,1.3275,20.35875,0.0,26.360109006336742,2023-01-09
15.5,75.0,2,22.28,32.82,11.71,48.4425,1.7,19.9675,0.0,25.972543433248404,2023-01-17
15.5,75.0,3,24.118750000000002,33.48,14.24,47.4825,2.0875,19.00125,0.02,24.16633936391319,2023-01-25
15.5,75.0,4,25.955,35.99,16.98,37.4675,1.9224999999999999,19.92875,0.0,26.651922519692352,2023-02-02
15.5,75.0,5,25.2525,36.95,14.37,20.13375,2.4074999999999998,23.82375,0.0,34.76512569878537,2023-02-10
15.5,75.0,6,26.43125,37.28,16.07,25.783749999999998,1.9725,23.7,0.0,34.416512461310134,2023-02-18
15.5,75.0,7,26.43625,36.59,16.64,27.1175,2.985,23.055,0.0,32.49852305010319,2023-02-26
15.5,75.0,8,27.18375,36.47,18.1,28.66,2.765,23.27,0.0,32.3574799468368,2023-03-06
15.5,75.0,9,26.89125,36.31,15.19,42.807500000000005,1.9,22.10875,0.02,29.398588920204716,2023-03-14
15.5,75.0,10,27.763749999999998,38.9,17.56,43.0075,2.1825,25.59375,0.0,38.54134790572917,2023-03-22
15.5,75.0,11,27.91375,40.06,17.09,45.8225,2.2375,26.18,1.02,39.919544184505206,2023-03-30
15.5,75.0,12,30.0,38.48,22.06,33.73125,1.8775,23.4825,4.49,31.780419651032126,2023-04-07
15.5,75.0,13,30.0325,40.97,20.71,42.3075,1.8824999999999998,23.66375,7.1899999999999995,34.51478485091238,2023-04-15
15.5,75.0,14,29.43375,38.78,19.34,48.32,1.67,23.58375,7.050000000000001,32.997364092944466,2023-04-23
15.5,75.0,15,28.81875,37.79,20.82,50.583749999999995,2.235,22.75,7.05,29.45791727042518,2023-05-01
15.5,75.0,16,28.93,38.4,21.37,62.57875,2.20875,23.04625,16.009999999999998,29.216281148142137,2023-05-09
15.5,75.0,17,30.58,40.14,21.39,50.86875,2.3200000000000003,24.60125,13.709999999999999,35.83533556566355,2023-05-17
15.5,75.0,18,28.905,38.33,22.06,59.71125,2.7887500000000003,21.95375,13.56,27.97647314964273,2023-05-25
15.5,75.0,19,28.88125,38.72,22.7,62.61,3.2775,24.7625,3.27,31.02792272704456,2023-06-02
15.5,75.0,20,27.13375,34.09,22.77,72.80625,4.3,22.785,16.11,24.374504618800763,2023-06-10
15.5,75.0,21,26.38375,34.88,21.47,73.01875,3.69125,18.67375,25.95,18.931079035144286,2023-06-18
15.5,75.0,22,24.7125,30.5,20.64,81.01,4.57,16.985,77.14,14.512497804941127,2023-06-26
15.5,75.0,23,24.1375,29.26,20.27,84.66875,4.87375,14.03375,77.75,11.152781978777673,2023-07-04
15.5,75.0,24,24.35,28.81,21.41,85.25,4.71125,14.34625,92.17,11.24656839081174,2023-07-12
15.5,75.0,25,23.48625,27.28,21.25,88.94125,5.51625,9.115,181.14,6.09043755208211,2023-07-20
15.5,75.0,26,23.9175,28.38,21.18,86.84625,4.98375,15.3675,19.439999999999998,12.469050476973262,2023-07-28
15.5,75.0,27,24.15,29.17,20.66,85.58125,3.4225,18.05125,16.97,15.75710280775598,2023-08-05
15.5,75.0,28,23.765,29.47,19.91,85.34375,3.24875,18.4375,15.06,16.158419475204177,2023-08-13
15.5,75.0,29,24.26875,29.74,19.6,83.75,2.9575,20.03,19.740000000000002,18.651601893636798,2023-08-21
15.5,75.0,30,23.8525,30.4,20.43,85.5875,2.52625,16.60875,85.05,13.931205259258089,2023-08-29
15.5,75.0,31,23.92375,29.36,20.67,86.685,3.285,18.1075,14.42,14.85727530585334,2023-09-06
15.5,75.0,32,24.16125,29.11,20.72,87.015,3.16125,16.98,41.61,14.436646446349835,2023-09-14
15.5,75.0,33,23.77625,29.27,20.26,87.82,2.47375,15.778749999999999,58.730000000000004,13.266493993462783,2023-09-22
15.5,75.0,34,24.099999999999998,30.68,20.32,85.53125,2.525,15.46125,22.69,13.977933254544158,2023-09-30
15.5,75.0,35,25.62625,31.58,20.46,76.15875,1.36,18.18375,0.84,18.947200977155994,2023-10-08
15.5,75.0,36,25.1275,32.19,17.87,69.12,1.7137499999999999,18.37375,0.39999999999999997,19.84483650879167,2023-10-16
15.5,75.0,37,24.0075,31.88,15.47,68.1975,1.7774999999999999,18.39875,4.25,20.81320260187887,2023-10-24
15.5,75.0,38,24.462500000000002,30.74,20.4,79.26375,1.6837499999999999,13.4375,28.66,12.112632940637344,2023-11-01
15.5,75.0,39,23.3525,30.42,16.84,74.75625,1.9412500000000001,16.45875,12.469999999999999,16.5562853273353,2023-11-09
15.5,75.0,40,24.30625,31.28,16.79,71.95,1.92625,15.25375,0.66,16.702308551105475,2023-11-17
15.5,75.0,41,24.8325,32.63,18.47,70.53999999999999,2.085,15.82125,2.21,16.88544848176484,2023-11-25
15.5,75.0,42,24.7125,32.41,17.24,67.03625,1.86625,14.05375,0.09999999999999999,15.817063172266657,2023-12-03
15.5,75.0,43,23.419999999999998,31.94,15.0,60.603750000000005,2.1725,14.9875,0.0,17.212677650939494,2023-12-11
15.5,75.0,44,22.975,33.26,14.75,50.71625,2.50375,16.91625,0.0,20.48657001777057,2023-12-19
15.5,75.0,45,23.26875,33.24,15.02,52.32875,2.36875,18.14125,1.25,22.51125788156117,2023-12-27
15.5,75.0,46,23.26625,33.33,16.07,61.315000000000005,2.4125,14.00875,7.790000000000001,15.903692897885794,2024-01-04
15.5,75.0,47,23.8725,33.58,14.94,51.3525,1.7075,18.05125,0.0,22.871139431484583,2024-01-12
15.5,75.0,48,24.15875,35.02,13.88,49.53875,1.91875,19.595,0.0,25.641926204113002,2024-01-20
15.5,75.0,49,24.59125,35.24,14.65,47.1325,1.91125,20.54375,0.0,27.0735135917566,2024-01-28
15.5,75.0,50,26.93,36.65,17.9,34.82875,1.8587500000000001,21.3825,0.0,29.981470306721853,2024-02-05
15.5,75.0,51,26.2075,36.23,15.52,34.16875,2.0275,22.7925,0.0,32.29700924599539,2024-02-13
15.5,75.0,52,26.615,36.95,15.47,40.70875,2.19375,23.425,0.0,33.382801222935576,2024-02-21
15.5,75.0,53,27.767500000000002,37.75,17.81,39.63875,2.265,23.465,0.0,33.604104250857645,2024-02-29
15.5,75.0,54,29.0375,38.55,18.45,35.6375,1.9837500000000001,22.1425,0.0,32.4975074717432,2024-03-08
15.5,75.0,55,29.4925,38.77,19.34,35.91625,2.27375,22.6575,0.67,32.86595396496841,2024-03-16
15.5,75.0,56,31.45625,40.66,22.91,36.901250000000005,1.56625,22.77875,0.08,34.23554048134075,2024-03-24
15.5,75.0,57,31.78125,41.95,22.36,35.49375,1.87125,23.54375,0.0,36.549885553319776,2024-04-01
15.5,75.0,58,31.80375,41.04,22.85,39.90375,1.79875,22.82,8.11,33.7094107627179,2024-04-09
15.5,75.0,59,29.535,38.31,22.6,60.4725,1.71875,18.63875,45.33,23.280739872441472,2024-04-17
15.5,75.0,60,30.40875,40.8,21.55,55.87125,1.86625,25.01875,0.7899999999999999,36.75090243287732,2024-04-25
15.5,75.0,61,30.565,41.52,20.69,51.018750000000004,2.54375,25.81875,5.2700000000000005,40.21423993933373,2024-05-03
15.5,75.0,62,28.86375,39.43,23.17,65.1925,1.71125,20.10125,51.41,23.105312223346615,2024-05-11
15.5,75.0,63,28.40625,36.96,23.41,71.30875,2.51875,17.25375,21.47,19.672032681361806,2024-05-19
15.5,75.0,64,27.95,36.94,23.37,71.68125,3.33125,20.9025,6.1899999999999995,23.031144883202273,2024-05-27
15.5,75.0,65,25.36625,33.41,21.24,81.79875,3.38125,14.4975,109.25999999999999,12.717607090964165,2024-06-04
15.5,75.0,66,24.68125,30.18,21.29,82.52125,3.6275,18.427500000000002,59.19,15.82213208619667,2024-06-12
15.5,75.0,67,24.12,29.18,20.23,84.0575,4.805,16.565,57.07,13.158412552789114,2024-06-20
15.5,75.0,68,24.61875,28.85,20.58,85.51125,5.05625,15.6075,58.8,12.385836811086364,2024-06-28
15.5,75.0,69,23.7825,28.24,19.86,87.9125,4.4662500000000005,14.9875,102.85000000000001,11.450358073668514,2024-07-06
15.5,75.0,70,24.1575,27.75,21.47,90.01,5.83125,12.58125,163.85,8.159461101942048,2024-07-14
15.5,75.0,71,23.916249999999998,28.04,21.56,89.29875,6.14625,11.715,132.09,7.832740258876107,2024-07-22
15.5,75.0,72,23.8425,27.86,21.53,90.45,4.45625,14.1975,86.14,9.927655904168123,2024-07-30
15.5,75.0,73,24.47625,29.73,21.35,88.26875,2.55,17.45625,28.23,14.379401048728813,2024-08-07
15.5,75.0,74,25.38125,30.53,21.73,87.6325,2.1462499999999998,15.48875,47.42,12.906349548574909,2024-08-15
15.5,75.0,75,23.86125,28.35,21.77,90.24625,4.26,15.105,82.66,10.439529600802372,2024-08-23
15.5,75.0,76,23.767500000000002,28.52,21.27,89.6875,3.80875,14.22125,36.22,10.929998461908578,2024-08-31
15.5,75.0,77,23.565,28.01,19.94,88.78375,3.28625,18.2075,21.46,14.367177411456998,2024-09-08
15.5,75.0,78,23.7225,29.08,18.8,86.8675,2.13375,17.74125,58.370000000000005,15.48854385737285,2024-09-16
15.5,75.0,79,24.12125,30.56,20.69,88.135,2.32625,15.89125,97.0,13.247805049440055,2024-09-24
15.5,75.0,80,24.4025,30.48,19.64,86.81,1.815,17.68625,85.82,14.991922502071168,2024-10-02
15.5,75.0,81,24.21125,28.84,20.85,89.51,2.01125,13.94,99.12,11.247066276971859,2024-10-10
15.5,75.0,82,23.89,28.89,19.16,86.46,1.55625,15.4025,50.12,12.921234813727663,2024-10-18
15.5,75.0,83,23.44375,28.85,17.6,84.35875,1.4012499999999999,16.9225,17.42,15.836957735567148,2024-10-26
15.5,75.0,84,22.43375,28.09,16.04,83.36375,1.97375,17.9725,0.1,16.67069311959665,2024-11-03
15.5,75.0,85,22.17,28.49,14.71,83.40625,2.29875,15.35625,2.04,13.954118429790835,2024-11-11
15.5,75.0,86,19.535,26.48,13.24,80.70375,2.0025,17.0825,0.0,16.762712226064924,2024-11-19
15.5,75.0,87,21.6775,28.52,11.64,83.5625,2.53625,14.07625,7.08,12.84329618803594,2024-11-27
15.5,75.0,88,23.465,29.07,17.62,84.16875,1.4975,14.0325,8.7,12.2668659737017,2024-12-05
15.5,75.0,89,20.89375,29.15,11.55,76.42375,1.86875,16.40125,0.0,16.55806406141772,2024-12-13
15.5,75.0,90,22.58875,29.23,16.83,79.63625,1.71,13.45,0.08,13.249677182346806,2024-12-21
15.5,75.0,91,21.820000000000004,29.49,15.45,68.72,2.4133333333333336,18.62,0.0,7.404804047562735,2024-12-29
15.5,75.25,0,22.13625,30.99,15.1,62.93,2.04,16.85125,0.0,19.139536440891156,2023-01-01
15.5,75.25,1,21.71875,32.94,10.89,43.7225,1.3275,20.35875,0.0,26.360109006336742,2023-01-09
15.5,75.25,2,22.28,32.82,11.71,48.4425,1.7,19.9675,0.0,25.972543433248404,2023-01-17
15.5,75.25,3,24.118750000000002,33.48,14.24,47.4825,2.0875,19.00125,0.02,24.16633936391319,2023-01-25
15.5,75.25,4,25.955,35.99,16.98,37.4675,1.9224999999999999,19.92875,0.0,26.651922519692352,2023-02-02
15.5,75.25,5,25.2525,36.95,14.37,20.13375,2.4074999999999998,23.82375,0.0,34.76512569878537,2023-02-10
15.5,75.25,6,26.43125,37.28,16.07,25.783749999999998,1.9725,23.7,0.0,34.416512461310134,2023-02-18
15.5,75.25,7,26.43625,36.59,16.64,27.1175,2.985,23.055,0.0,32.49852305010319,2023-02-26
15.5,75.25,8,27.18375,36.47,18.1,28.66,2.765,23.27,0.0,32.3574799468368,2023-03-06
15.5,75.25,9,26.89125,36.31,15.19,42.807500000000005,1.9,22.10875,0.02,29.398588920204716,2023-03-14
15.5,75.25,10,27.763749999999998,38.9,17.56,43.0075,2.1825,25.59375,0.0,38.54134790572917,2023-03-22
15.5,75.25,11,27.91375,40.06,17.09,45.8225,2.2375,26.18,1.02,39.919544184505206,2023-03-30
15.5,75.25,12,30.0,38.48,22.06,33.73125,1.8775,23.4825,4.49,31.780419651032126,2023-04-07
15.5,75.25,13,30.0325,40.97,20.71,42.3075,1.8824999999999998,23.66375,7.1899999999999995,34.51478485091238,2023-04-15
15.5,75.25,14,29.43375,38.78,19.34,48.32,1.67,23.58375,7.050000000000001,32.997364092944466,2023-04-23
15.5,75.25,15,28.81875,37.79,20.82,50.583749999999995,2.235,22.75,7.05,29.45791727042518,2023-05-01
15.5,75.25,16,28.93,38.4,21.37,62.57875,2.20875,23.04625,16.009999999999998,29.216281148142137,2023-05-09
15.5,75.25,17,30.58,40.14,21.39,50.86875,2.3200000000000003,24.60125,13.709999999999999,35.83533556566355,2023-05-17
15.5,75.25,18,28.905,38.33,22.06,59.71125,2.7887500000000003,21.95375,13.56,27.97647314964273,2023-05-25
15.5,75.25,19,28.88125,38.72,22.7,62.61,3.2775,24.7625,3.27,31.02792272704456,2023-06-02
15.5,75.25,20,27.13375,34.09,22.77,72.80625,4.3,22.785,16.11,24.374504618800763,2023-06-10
15.5,75.25,21,26.38375,34.88,21.47,73.01875,3.69125,18.67375,25.95,18.931079035144286,2023-06-18
15.5,75.25,22,24.7125,30.5,20.64,81.01,4.57,16.985,77.14,14.512497804941127,2023-06-26
15.5,75.25,23,24.1375,29.26,20.27,84.66875,4.87375,14.03375,77.75,11.152781978777673,2023-07-04
15.5,75.25,24,24.35,28.81,21.41,85.25,4.71125,14.34625,92.17,11.24656839081174,2023-07-12
15.5,75.25,25,23.48625,27.28,21.25,88.94125,5.51625,9.115,181.14,6.09043755208211,2023-07-20
15.5,75.25,26,23.9175,28.38,21.18,86.84625,4.98375,15.3675,19.439999999999998,12.469050476973262,2023-07-28
15.5,75.25,27,24.15,29.17,20.66,85.58125,3.4225,18.05125,16.97,15.75710280775598,2023-08-05
15.5,75.25,28,23.765,29.47,19.91,85.34375,3.24875,18.4375,15.06,16.158419475204177,2023-08-13
15.5,75.25,29,24.26875,29.74,19.6,83.75,2.9575,20.03,19.740000000000002,18.651601893636798,2023-08-21
15.5,75.25,30,23.8525,30.4,20.43,85.5875,2.52625,16.60875,85.05,13.931205259258089,2023-08-29
