sample_id,ndvi_mean,ndvi_std,ndvi_min,ndvi_max,ndvi_median,evi_mean,evi_std,evi_max,savi_mean,savi_max,ndwi_mean,ndwi_std,ndwi_min,ndmi_mean,ndmi_std,lswi_mean,vv_db_mean,vv_db_std,vh_db_mean,vh_db_std,vh_vv_ratio_mean,vh_vv_ratio_std,rvi_mean,rvi_max,vci_mean,vci_min,ndwi_anomaly_mean,ndwi_anomaly_min,sar_moisture_proxy_mean,sar_moisture_proxy_min,csi_mean,csi_min,temp_mean_mean,temp_max_max,temp_min_min,temp_range_mean,rh_mean_mean,wind_mean_mean,solar_rad_mean,precip_8day_sum,precip_8day_mean,precip_8day_max,eto_8day_sum,eto_8day_mean,etc_8day_sum,water_deficit_sum,water_deficit_mean,water_deficit_max,advisory_0_frac,advisory_1_frac,advisory_2_frac,advisory_3_frac,ndvi_peak_day,ndvi_amplitude,green_up_rate,senescence_rate,season_length,stress_flag,stress_intensity,clay_pct,sand_pct,silt_pct,awc_mm_m,bulk_density,soc_g_kg,ph_water,cec_cmol_kg,nitrogen_g_kg,elevation_m,slope_deg,aspect_deg,twi,latitude,longitude,crop_type,crop_class,crop_label,season,confidence
118,0.20001586956521739,0.15014868135841722,0.04794,0.4681,0.113455,0.2860784782608696,0.19080754083592996,0.61011,0.20001586956521739,0.4681,0.13838673913043478,0.10498785443097372,0.00627,0.12680304347826085,0.09630516771341598,0.10383891304347825,-6.1545,1.6848294176760643,-11.770847826086959,3.010862305183174,-5.616391304347826,1.5806434481390568,0.8854217391304348,1.2014,0.36194751895758137,0.0,-7.240584943207542e-18,-1.2584002201635378,6.492391165742763e-16,-2.4681142545510557,0.4462342183251443,0.11070577954400965,26.28,41.3,10.77,16.161739130434785,56.08391304347826,3.068260869565217,18.985869565217392,520.26,11.31,124.1,1074.77,23.364565217391306,1097.8715,861.8455,18.735771739130435,45.66799999999999,0.1956521739130435,0.17391304347826086,0.41304347826086957,0.21739130434782608,72.0,0.42016000000000003,0.01970066666666666,0.01904111111111111,120.0,0.0,0.0,46.3,17.7,35.9,205.1,1.377,9.93,7.17,33.9,0.96,403.1,2.89,126.2,11.15,16.455601,74.767852,Maize,Maize,3,Kharif_2023,0.99
119,0.21165173913043478,0.1480798551878809,0.03567,0.50098,0.133805,0.3021436956521739,0.18709414157178492,0.64196,0.21165173913043478,0.50098,0.15199739130434783,0.10897082925535179,0.00717,0.13594260869565217,0.09459029650573823,0.11498673913043478,-6.135434782608696,1.837219126254241,-11.812130434782608,2.990366239990574,-5.676717391304348,1.3232851487960386,0.8690347826086956,1.2885,0.3782032174903501,0.0,-9.412760426169805e-17,-1.329047345000681,-2.6548811458427656e-16,-2.480254580870593,0.4523190325096905,0.1271747705770343,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,18.71913043478261,886.9499999999999,19.281521739130433,181.14,1010.21,21.96108695652174,1025.346,757.03,16.457173913043476,47.532,0.32608695652173914,0.08695652173913043,0.43478260869565216,0.15217391304347827,48.0,0.46531,0.024582222222222224,0.024221777777777783,128.0,0.0,0.0,41.4,18.2,40.4,262.4,1.353,4.39,7.33,19.5,1.11,698.2,2.0,313.5,11.49,15.3982,74.662604,Maize,Maize,3,Kharif_2023,0.83
120,0.2041221739130435,0.1478307651022771,0.02751,0.45644,0.121305,0.2920180434782609,0.1887669248290608,0.59855,0.2041221739130435,0.45644,0.1486286956521739,0.10663579644146386,-0.00134,0.13850434782608695,0.09956218312976678,0.11239217391304349,-6.177347826086957,1.8522408916695863,-12.002260869565218,3.0234199578533394,-5.82495652173913,1.456172348720694,0.8498630434782608,1.3371,0.41175057448311725,0.0,8.930054763289303e-17,-1.406363535105184,9.171407594729554e-17,-2.015181223702939,0.4647249817884147,0.21251532588289923,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.33717391304348,638.6,13.882608695652175,149.54,1061.2,23.069565217391304,1066.339,808.891,17.58458695652174,46.848,0.21739130434782608,0.17391304347826086,0.45652173913043476,0.15217391304347827,48.0,0.42893000000000003,0.020689555555555555,0.021362000000000003,128.0,0.0,0.0,43.7,17.6,38.7,218.0,1.487,9.34,8.13,36.6,1.27,432.6,6.4,42.7,9.96,16.092818,74.970516,Maize,Maize,3,Kharif_2023,0.88
121,0.1797486956521739,0.14368027668880645,0.0,0.4831,0.101065,0.2597786956521739,0.18522878973023482,0.62478,0.1797486956521739,0.4831,0.1266545652173913,0.10452272228683678,-0.00588,0.11736239130434782,0.09734268222646977,0.10096413043478261,-6.028608695652174,1.731444630978689,-11.746956521739131,2.8380370912658925,-5.718326086956522,1.2890023886599329,0.8617760869565217,1.2493,0.3720734747509293,0.0,8.326672684688674e-17,-1.267997640299522,1.882552085233961e-16,-2.30477730484603,0.4500075719468781,0.14583373166026323,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.208913043478262,638.6,13.882608695652175,149.54,1054.09,22.915,1060.9095,805.3115,17.506771739130436,46.199999999999996,0.21739130434782608,0.1956521739130435,0.43478260869565216,0.15217391304347827,32.0,0.4831,0.024172666666666676,0.023906888888888887,112.0,1.0,0.1631,54.4,19.2,26.4,196.7,1.259,11.88,7.52,42.1,2.11,522.6,3.49,325.2,11.31,15.767135,75.077793,Maize,Maize,3,Kharif_2023,0.87
122,0.22336956521739132,0.14930560846735388,0.05255,0.51879,0.15092,0.3173904347826087,0.18722646801200732,0.65877,0.22336956521739132,0.51879,0.1547554347826087,0.10724358665531307,0.01439,0.1484154347826087,0.09845261347936819,0.12302782608695652,-6.126217391304348,1.6780514084701343,-11.65154347826087,2.785860542944369,-5.525195652173913,1.351791825188828,0.8934173913043478,1.3286,0.36637689863030054,0.0,9.654113257610057e-18,-1.3088468892200624,-9.895466089050308e-17,-2.4561374901083006,0.4481285689377605,0.20051259012195305,26.282608695652176,40.94,10.8,15.671086956521739,58.04326086956521,3.1482608695652172,19.208913043478262,542.49,11.793260869565218,102.92,1067.69,23.210652173913044,1091.4685,835.0705,18.15370652173913,45.832,0.17391304347826086,0.2391304347826087,0.391304347826087,0.1956521739130435,64.0,0.46624,0.022885555555555555,0.022903777777777776,136.0,1.0,0.294,54.7,14.2,31.1,155.3,1.352,10.19,7.12,45.5,2.02,711.6,0.0,148.6,12.29,15.382084,75.563178,Maize,Maize,3,Kharif_2023,0.7
123,0.1969217391304348,0.1559521167011685,0.01678,0.48535,0.112035,0.2804786956521739,0.1993753115843884,0.62695,0.1969217391304348,0.48535,0.1394467391304348,0.1072920112808311,0.0006,0.12315891304347826,0.10399327837740843,0.10994021739130434,-6.045347826086957,1.836889668463047,-11.948673913043478,2.71843651187261,-5.903347826086956,1.2549425346275385,0.8328717391304348,1.2843,0.3844500056137498,0.0,-5.792467954566034e-17,-1.2941013731862188,1.0136818920490559e-16,-2.186303068326002,0.4541864389053974,0.1995454260183587,26.28,41.3,10.77,16.161739130434785,56.08391304347826,3.068260869565217,19.33717391304348,520.26,11.31,124.1,1090.43,23.705000000000002,1111.1225,868.8465,18.887967391304347,47.04,0.1956521739130435,0.15217391304347827,0.4782608695652174,0.17391304347826086,64.0,0.46857,0.022580222222222224,0.02355333333333333,112.0,0.0,0.0,28.9,30.7,40.4,196.5,1.304,10.43,8.36,37.9,0.3,445.2,0.91,184.0,12.09,16.388363,75.307678,Maize,Maize,3,Kharif_2023,0.92
124,0.1908667391304348,0.13606742833453891,0.04186,0.42592,0.12135,0.2764663043478261,0.17691977857346272,0.56761,0.1908667391304348,0.42592,0.13471782608695654,0.09345076521684309,-0.00345,0.12331891304347826,0.09027631202107012,0.10598413043478262,-6.4758260869565225,2.0895287858414173,-12.44423913043478,3.176792282824383,-5.968369565217392,1.320838830418772,0.8247413043478261,1.2473,0.38797776162691966,0.0,-1.7618756695138353e-16,-1.4785093066531025,-5.720062105133959e-16,-1.9802241725330267,0.45519110465076784,0.11944664628953214,26.709782608695654,41.08,11.14,16.179347826086957,54.92891304347826,3.2086956521739127,19.33717391304348,458.26,9.962173913043477,89.92,1099.56,23.903478260869566,960.3629999999999,720.443,15.661804347826086,44.90749999999999,0.1956521739130435,0.34782608695652173,0.34782608695652173,0.10869565217391304,64.0,0.38406,0.02156244444444445,0.020850888888888888,120.0,0.0,0.0,41.7,17.2,41.1,230.0,1.253,10.53,8.6,29.4,1.11,425.2,1.34,181.7,10.09,16.112925,75.505943,Jowar,Jowar,6,Kharif_2023,0.81
125,0.17723304347826088,0.13301053289737066,0.0,0.43052,0.107205,0.25829804347826085,0.17522708600390607,0.57234,0.17723304347826088,0.43052,0.12789326086956523,0.09937203474383746,-0.01205,0.1148491304347826,0.09297898916364773,0.09364499999999999,-6.309891304347826,1.9915478539541493,-12.146543478260869,3.0017172248677326,-5.83654347826087,1.2911626579090425,0.8437978260869565,1.2349,0.41167203260768576,0.0,-1.7377403863698103e-16,-1.4082760932722451,-3.354804357019495e-16,-1.9910125018529947,0.4646688130430743,0.24033820701568373,26.19760869565217,40.95,11.62,15.23804347826087,60.65869565217392,2.9643478260869567,19.208913043478262,639.9499999999999,13.911956521739128,101.83,1050.24,22.831304347826087,935.014,665.6585,14.470836956521739,45.275999999999996,0.2826086956521739,0.21739130434782608,0.41304347826086957,0.08695652173913043,72.0,0.43052,0.020320888888888892,0.020225333333333338,96.0,0.0,0.0,34.4,23.8,41.9,148.4,1.367,5.25,7.35,28.1,1.84,695.8,0.48,3.5,12.96,15.104961,75.496357,Jowar,Jowar,6,Kharif_2023,0.8
126,0.19153521739130436,0.14208838493055623,0.0,0.46869,0.119825,0.27607521739130436,0.184865733027323,0.61069,0.19153521739130436,0.46869,0.13697934782608695,0.0986437932361163,-0.01486,0.12654043478260868,0.09347153824576221,0.10579695652173912,-6.405326086956522,1.8944202403004213,-12.046978260869567,3.131511771859509,-5.641608695652174,1.4571497822539405,0.8779847826086956,1.2467,0.4086607723469764,0.0,5.3097622916855314e-17,-1.5392691505956226,5.454573990549682e-16,-2.3183760011284873,0.4635283197323665,0.1939050485060327,26.282608695652176,40.94,10.8,15.671086956521739,58.04326086956521,3.1482608695652172,19.208913043478262,542.49,11.793260869565218,102.92,1067.69,23.210652173913044,930.1695,675.952,14.694608695652175,44.336,0.2391304347826087,0.2608695652173913,0.41304347826086957,0.08695652173913043,64.0,0.46869,0.023629333333333336,0.024838888888888893,88.0,0.0,0.0,48.5,19.4,32.1,195.6,1.38,6.11,8.36,31.1,1.79,668.6,1.11,133.8,12.27,15.470873,75.772023,Jowar,Jowar,6,Kharif_2023,0.92
127,0.16779652173913043,0.12442228202049825,0.0269,0.39829,0.096965,0.2468054347826087,0.1662007333679036,0.53873,0.16779652173913043,0.39829,0.1181504347826087,0.0914672393314561,0.00737,0.10861739130434783,0.08501374737024808,0.08686065217391305,-6.243021739130436,1.9364603503314481,-12.174847826086957,2.966838309397106,-5.931826086956521,1.2032113752481608,0.8272934782608696,1.1143,0.37937618605544154,0.0,-1.9308226515220113e-17,-1.2111487740563158,4.102998134484274e-17,-2.367554764162537,0.45215857016308947,0.11225107979117427,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,19.208913043478262,886.9499999999999,19.281521739130433,181.14,1027.58,22.33869565217391,908.5705,631.9399999999999,13.73782608695652,45.092,0.34782608695652173,0.15217391304347827,0.41304347826086957,0.08695652173913043,72.0,0.37139,0.016726222222222222,0.01617511111111111,80.0,1.0,0.2008,48.4,18.1,33.5,154.1,1.272,3.51,7.85,34.1,1.36,625.0,7.62,0.9,10.19,15.450483,74.963927,Jowar,Jowar,6,Kharif_2023,0.82
128,0.18946586956521738,0.13353837463567603,0.03912,0.45047,0.11413999999999999,0.2751376086956522,0.17311981836847087,0.59257,0.18946586956521738,0.45047,0.13513478260869566,0.09696730204304566,-0.00805,0.12353630434782609,0.08829060663157763,0.10385652173913043,-6.220804347826086,1.989485233471939,-12.154499999999999,2.9918009793433793,-5.933695652173912,1.4078295330766788,0.8321826086956522,1.3634,0.36549378768741314,0.0,-6.033820786006285e-17,-1.476629539977643,-3.6444277547477964e-16,-2.078179679373117,0.44637451843649417,0.08413764938969236,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,19.208913043478262,886.9499999999999,19.281521739130433,181.14,1027.58,22.33869565217391,887.749,611.1184999999999,13.285184782608694,45.092,0.34782608695652173,0.17391304347826086,0.391304347826087,0.08695652173913043,40.0,0.41135,0.020376666666666668,0.021254444444444444,96.0,0.0,0.0,42.9,23.3,33.7,136.4,1.432,8.75,7.37,25.2,0.85,622.4,5.36,295.9,10.66,15.603601,74.943483,Jowar,Jowar,6,Kharif_2023,0.74
129,0.19122565217391302,0.14540369993232521,0.0,0.45795,0.106495,0.2749317391304348,0.189026350665184,0.60005,0.19122565217391302,0.45795,0.13455978260869567,0.1020723893342178,-0.00434,0.1285604347826087,0.0960515485896684,0.1069358695652174,-6.171652173913044,1.8249212612224772,-11.891869565217391,3.1015092427088953,-5.720152173913044,1.496794841837292,0.8670608695652173,1.24,0.41756884414000006,0.0,-1.375711139209433e-16,-1.3607968179709515,-1.4963875549295588e-16,-2.0732262687589014,0.46712048546366824,0.165943893533185,27.116521739130434,41.07,11.43,16.204347826086956,54.356521739130436,3.1682608695652177,19.457608695652173,457.64,9.948695652173912,87.49,1113.52,24.20695652173913,965.0364999999999,734.2115,15.961119565217391,42.11099999999999,0.1956521739130435,0.2826086956521739,0.43478260869565216,0.08695652173913043,40.0,0.45795,0.02251911111111111,0.022229111111111113,96.0,0.0,0.0,38.4,25.1,36.4,132.3,1.281,10.97,7.17,43.0,0.85,528.1,7.06,13.1,10.54,15.63067,75.910546,Jowar,Jowar,6,Kharif_2023,0.9
130,0.17068478260869566,0.13804087994727632,0.00383,0.42479,0.09866,0.24807369565217394,0.18287413748694537,0.56645,0.17068478260869566,0.42479,0.1243858695652174,0.09878916577070329,-0.01448,0.11103086956521739,0.09427567563801828,0.09333847826086956,-6.247304347826087,1.845136982202619,-12.10963043478261,2.8400478897268675,-5.8623260869565215,1.3137269808423804,0.8404304347826086,1.3576,0.396367309503743,0.0,-7.481937774647794e-17,-1.4056791398313353,1.2791700066333325e-16,-2.0662924686744506,0.45865500934824904,0.15695878023216178,26.714130434782607,40.91,10.59,16.38608695652174,53.86043478260869,3.228695652173913,19.33717391304348,433.44,9.422608695652174,91.05,1105.8700000000001,24.040652173913045,967.1415,731.324,15.898347826086956,44.5625,0.21739130434782608,0.1956521739130435,0.5,0.08695652173913043,32.0,0.42096,0.023478222222222227,0.022622444444444445,72.0,0.0,0.0,39.1,27.2,33.7,177.7,1.378,11.93,7.35,18.7,1.81,404.4,0.9,82.8,10.52,16.354208,75.423272,Jowar,Jowar,6,Kharif_2023,0.79
131,0.18722695652173912,0.1286711876212571,0.0197,0.4031,0.124765,0.2728791304347826,0.16944889323039217,0.54382,0.18722695652173912,0.4031,0.13276260869565218,0.08809283223294195,-0.00725,0.12201652173913043,0.08383798015530752,0.10412478260869565,-6.497217391304348,2.061195175545202,-12.341152173913043,3.0474102591281707,-5.843847826086956,1.2538205607465227,0.8418173913043477,1.2267,0.43695085164772857,0.0,-6.033820786006285e-17,-1.5893757204379568,-1.1584935909132068e-16,-2.054809590316993,0.47486970412156476,0.24595385282052715,24.806956521739128,40.83,11.91,14.50391304347826,65.76760869565217,2.561086956521739,18.71913043478261,1400.82,30.452608695652174,347.06,975.79,21.21282608695652,828.2094999999999,581.323,12.63745652173913,44.5605,0.41304347826086957,0.08695652173913043,0.41304347826086957,0.08695652173913043,48.0,0.3834,0.022105777777777776,0.02296133333333333,104.0,0.0,0.0,48.9,13.5,37.6,196.3,1.382,11.73,7.75,39.6,1.18,490.7,1.17,95.3,11.68,15.821906,74.500609,Jowar,Jowar,6,Kharif_2023,0.79
132,0.16202,0.11895881989626121,0.02386,0.41242,0.11067,0.23996521739130433,0.15682370955579572,0.55361,0.16202,0.41242,0.1143954347826087,0.08376857826991167,0.02151,0.1038741304347826,0.07894731156005494,0.08988978260869565,-6.194630434782608,1.7699664448632995,-11.972108695652173,2.7756935728111163,-5.777413043478261,1.2996494668621128,0.8530413043478261,1.1541,0.35556928144945443,0.0,-9.654113257610057e-17,-1.108833845589709,-4.102998134484274e-16,-2.104660025001025,0.44186748886995675,0.15424997481696556,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.208913043478262,638.6,13.882608695652175,149.54,1054.09,22.915,927.7185,675.308,14.680608695652174,44.275,0.2608695652173913,0.1956521739130435,0.4782608695652174,0.06521739130434782,40.0,0.38856,0.02222044444444445,0.02218577777777778,56.0,1.0,0.3072,35.5,22.7,41.8,160.5,1.286,12.93,8.8,42.5,1.65,537.0,2.78,129.2,11.48,15.644832,75.369977,Jowar,Jowar,6,Kharif_2023,0.9
133,0.21238717391304346,0.1531363035361786,0.03295,0.46211,0.12224,0.30173434782608693,0.19628781478739235,0.60418,0.21238717391304346,0.46211,0.15084304347826089,0.11059666466478929,-0.00307,0.1370891304347826,0.09933687653246931,0.12017195652173913,-6.2998260869565215,1.828586756114592,-12.100195652173914,2.9388728800875374,-5.800282608695652,1.3297185443718447,0.8502478260869566,1.3092,0.41811253125417897,0.0,-1.3033052897773578e-16,-1.3916608059091156,3.4754807727396206e-16,-2.1909094440431534,0.4677016633768653,0.10083231536579773,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.208913043478262,638.6,13.882608695652175,149.54,1054.09,22.915,908.2585,676.2655,14.701423913043477,43.6495,0.2391304347826087,0.2391304347826087,0.41304347826086957,0.10869565217391304,56.0,0.42916000000000004,0.022942888888888895,0.023324000000000004,120.0,0.0,0.0,40.6,26.0,33.3,181.2,1.388,6.47,8.06,46.7,1.24,536.0,0.03,50.0,12.57,15.697482,75.16324,Jowar,Jowar,6,Kharif_2023,0.76
134,0.18955478260869563,0.1409909689265259,0.0,0.43403,0.11163000000000001,0.2735347826086956,0.18449687993434263,0.57594,0.18955478260869563,0.43403,0.13241217391304347,0.10438879145691718,-0.01653,0.11865608695652173,0.0957003893287857,0.10484,-6.278717391304348,1.8670206648031331,-12.153434782608695,3.0252456991286873,-5.8747173913043484,1.4143520803697989,0.8412565217391305,1.1548,0.4367319830626815,0.0,8.205996268968548e-17,-1.4268023590877008,-2.679016428986791e-16,-2.1183618967666202,0.4749666558023736,0.14915601066050133,26.709782608695654,41.08,11.14,16.179347826086957,54.92891304347826,3.2086956521739127,19.208913043478262,458.26,9.962173913043477,89.92,1092.12,23.74173913043478,973.027,732.867,15.931891304347825,44.2865,0.1956521739130435,0.30434782608695654,0.391304347826087,0.10869565217391304,72.0,0.43403,0.022708666666666665,0.021808222222222225,128.0,0.0,0.0,54.5,13.9,31.6,149.2,1.311,5.15,8.11,28.4,1.26,525.5,0.98,355.9,11.49,15.709779,75.851771,Jowar,Jowar,6,Kharif_2023,0.94
135,0.1989926086956522,0.14301305969012892,0.03197,0.47035,0.12382000000000001,0.2861073913043478,0.183921306389865,0.61232,0.1989926086956522,0.47035,0.13912304347826088,0.09836851828980349,-0.00336,0.12382173913043479,0.08912743247244607,0.11016891304347827,-6.129239130434782,1.7781675109790558,-11.982195652173914,3.0677881762277663,-5.853108695652174,1.499489131200813,0.8469021739130436,1.2801,0.3809996092332045,0.0,-7.240584943207543e-17,-1.4484618245289778,2.8600310525669795e-16,-2.1412183535772216,0.4526312751197086,0.04820511191149682,25.4704347826087,40.97,10.89,14.958695652173914,62.68521739130435,2.6454347826086955,18.71913043478261,886.9499999999999,19.281521739130433,181.14,1010.21,21.96108695652174,899.313,660.235,14.352934782608695,45.51749999999999,0.34782608695652173,0.08695652173913043,0.45652173913043476,0.10869565217391304,64.0,0.43838,0.02266133333333333,0.02264644444444444,120.0,0.0,0.0,52.7,13.9,33.4,193.6,1.279,7.38,7.22,36.6,1.2,649.1,0.6,85.8,11.02,15.254537,74.627193,Jowar,Jowar,6,Kharif_2023,0.85
136,0.15971065217391303,0.11957568610906694,0.01702,0.38512,0.10921,0.23637456521739128,0.16073471490774296,0.52466,0.15971065217391303,0.38512,0.11286826086956521,0.08767373234655224,-0.00707,0.10487739130434781,0.07792356743586863,0.08849,-6.330108695652174,1.9999515908392569,-12.286804347826086,3.1434392956305044,-5.956695652173913,1.4092315300595604,0.8288043478260869,1.2381,0.3876410002007961,0.0,9.171407594729554e-17,-1.3680067867474766,-2.3169871818264136e-16,-1.9759235245317777,0.45505640008031845,0.17942032898468932,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.33717391304348,638.6,13.882608695652175,149.54,1061.2,23.069565217391304,946.9884999999999,692.1229999999999,15.046152173913041,44.895999999999994,0.2608695652173913,0.17391304347826086,0.4782608695652174,0.08695652173913043,80.0,0.36810000000000004,0.021273777777777777,0.022480888888888897,80.0,0.0,0.0,53.8,22.9,23.3,197.8,1.354,2.1,8.4,37.7,0.72,412.2,1.07,122.5,12.24,15.949411,75.002782,Jowar,Jowar,6,Kharif_2023,0.95
137,0.165285,0.12814247696737152,0.02018,0.42116,0.10106000000000001,0.24272130434782607,0.16886464951563615,0.5627,0.165285,0.42116,0.1169354347826087,0.09152759818659488,0.01402,0.10480217391304347,0.08420368988782283,0.09134195652173914,-6.1235,1.6747153887551551,-12.00908695652174,3.040335747732015,-5.88554347826087,1.52490672511136,0.8427195652173914,1.2392,0.36187590403511394,0.0,-9.171407594729554e-17,-1.1244197031456866,2.8479634109949666e-16,-2.125723466001862,0.4444981115408989,0.15032172018212583,26.714130434782607,40.91,10.59,16.38608695652174,53.86043478260869,3.228695652173913,19.33717391304348,433.44,9.422608695652174,91.05,1105.8700000000001,24.040652173913045,992.6365,756.819,16.45258695652174,44.5625,0.21739130434782608,0.17391304347826086,0.4782608695652174,0.13043478260869565,56.0,0.40098,0.02029511111111111,0.020499555555555556,88.0,0.0,0.0,52.9,18.4,28.7,151.5,1.419,8.43,7.86,21.1,1.62,444.8,1.07,127.6,10.74,16.126707,75.509194,Jowar,Jowar,6,Kharif_2023,0.77
138,0.19346826086956523,0.14474838250187191,0.02609,0.45465,0.10283500000000001,0.27817413043478256,0.18737891790079134,0.59676,0.19346826086956523,0.45465,0.12717608695652174,0.10142655877208803,-0.01568,0.11974608695652175,0.09460537491139495,0.1034208695652174,-6.275195652173913,1.8664723186870795,-12.053891304347827,3.0871377050829674,-5.778608695652173,1.3874300219111892,0.8551239130434783,1.2649,0.3905596902873932,0.0,-6.75787928032704e-17,-1.4084682423025758,3.572021905315721e-16,-2.250015826704269,0.45663151061501855,0.1267508387819529,25.792391304347827,41.42,13.86,13.830869565217393,67.82282608695652,1.1982608695652173,18.71913043478261,1774.8,38.582608695652176,369.08,974.26,21.179565217391303,863.946,640.188,13.917130434782608,44.264500000000005,0.34782608695652173,0.17391304347826086,0.391304347826087,0.08695652173913043,80.0,0.42856,0.01981177777777778,0.021755111111111114,136.0,0.0,0.0,48.7,14.3,37.0,178.0,1.511,5.67,7.05,43.0,1.41,675.6,0.53,298.2,12.31,15.298695,74.536638,Jowar,Jowar,6,Kharif_2023,0.77
139,0.1854813043478261,0.11632861235136524,0.05357,0.39944,0.1205,0.2730319565217391,0.15095628931168653,0.53995,0.1854813043478261,0.39944,0.1349128260869565,0.09126667888149527,0.01992,0.12068086956521738,0.07805040265612091,0.09593630434782609,-6.196804347826087,1.8480662881276761,-11.684782608695652,2.7874517946049533,-5.487913043478261,1.2108611412468577,0.8957978260869565,1.2525,0.38138984111899293,0.0,1.4300155262834897e-16,-1.2599650551135793,3.37893964016352e-17,-2.2562605041195614,0.45313674104346136,0.2569683552056427,26.709782608695654,41.08,11.14,16.179347826086957,54.92891304347826,3.2086956521739127,19.208913043478262,458.26,9.962173913043477,89.92,1092.12,23.74173913043478,966.924,732.587,15.925804347826087,44.2865,0.21739130434782608,0.2391304347826087,0.45652173913043476,0.08695652173913043,48.0,0.34587,0.014446222222222225,0.015149777777777781,80.0,0.0,0.0,41.8,23.8,34.4,164.8,1.294,7.7,8.28,23.0,1.39,514.9,2.82,87.3,10.07,15.712705,75.774607,Jowar,Jowar,6,Kharif_2023,0.72
140,0.19447804347826086,0.14051505248935772,0.02939,0.50316,0.11330499999999999,0.2804034782608696,0.18274975783194042,0.64403,0.19447804347826086,0.50316,0.13522934782608695,0.1007081342715379,-0.0117,0.12648456521739132,0.09551677224926454,0.1051217391304348,-6.1584130434782605,1.7580224189707774,-11.989282608695651,2.8389560731057712,-5.830826086956522,1.3776382415705803,0.8469239130434782,1.2896,0.34845609362826024,0.0,7.481937774647794e-17,-1.4589620678496877,-2.2445813323943383e-16,-2.1313177222516733,0.43901465829857084,0.16143828429022225,26.282608695652176,40.94,10.8,15.671086956521739,58.04326086956521,3.1482608695652172,19.208913043478262,542.49,11.793260869565218,102.92,1067.69,23.210652173913044,947.608,713.545,15.511847826086955,43.842,0.1956521739130435,0.2391304347826087,0.4782608695652174,0.08695652173913043,64.0,0.47377,0.022416888888888892,0.02231155555555556,128.0,1.0,0.3948,50.3,21.7,28.0,178.6,1.458,13.75,7.22,34.6,1.43,562.4,4.41,223.9,10.48,15.621662,75.444648,Jowar,Jowar,6,Kharif_2023,0.76
141,0.19305239130434781,0.14279957060602702,0.00114,0.42792,0.11849499999999999,0.2778619565217391,0.18701713911498488,0.56968,0.19305239130434781,0.42792,0.1329108695652174,0.10858305232659647,-0.01876,0.13092695652173914,0.09616470227617169,0.10697869565217392,-6.536847826086956,2.0099647865062624,-12.154021739130435,3.0315765131483086,-5.617173913043478,1.2240866582313132,0.8757869565217391,1.1832,0.44967522213868455,0.0,3.37893964016352e-17,-1.396818990766821,1.1584935909132068e-16,-2.262512006911704,0.4804270797610957,0.1913779937982652,25.785652173913046,40.83,10.97,15.586521739130434,58.73521739130435,3.033478260869565,19.33717391304348,638.6,13.882608695652175,149.54,1061.2,23.069565217391304,929.531,674.3555,14.659902173913043,44.895999999999994,0.2608695652173913,0.1956521739130435,0.45652173913043476,0.08695652173913043,72.0,0.42678000000000005,0.02037355555555555,0.019942666666666664,104.0,0.0,0.0,45.3,12.2,42.5,208.6,1.25,11.94,8.1,34.9,1.42,412.0,0.22,62.4,11.26,16.044531,75.241566,Jowar,Jowar,6,Kharif_2023,0.77
142,0.17429260869565216,0.12886812348607102,0.01884,0.43687,0.11111,0.2551736956521739,0.16882628792616253,0.57883,0.17429260869565216,0.43687,0.1269795652173913,0.08642889138750671,-0.00685,0.11452130434782608,0.08744160994270393,0.09886934782608696,-6.194869565217391,1.7219513815396972,-11.742195652173912,2.8308705344984944,-5.547217391304348,1.3063264168064497,0.8887891304347827,1.1804,0.37186950385295836,0.0,1.9308226515220113e-16,-1.5484355181343483,-4.440892098500626e-16,-2.512585531957633,0.4496153296614901,0.2544538942138628,24.806956521739128,40.83,11.91,14.50391304347826,65.76760869565217,2.561086956521739,18.985869565217392,1400.82,30.452608695652174,347.06,984.24,21.396521739130435,859.2915,601.843,13.083543478260868,43.88399999999999,0.391304347826087,0.10869565217391304,0.41304347826086957,0.08695652173913043,32.0,0.41802999999999996,0.018960888888888888,0.01973955555555556,88.0,0.0,0.0,41.8,25.2,33.1,171.9,1.322,4.02,7.44,40.4,1.12,438.7,0.01,87.6,13.02,15.984087,74.508317,Jowar,Jowar,6,Kharif_2023,0.93
